proj_acc,mcmc_acc,gaus_acc
0.924756154203437,0.28425452856479333,0.07570831398049238
0.9328993490235353,0.6009013520280421,0.50100150225338
0.8083083083083084,0.7945445445445446,0.5007507507507507
0.9399549662246685,0.7825869402051538,0.5006254691018264
0.738988988988989,0.7252252252252253,0.5007507507507507
0.92675570874623,0.4131839724256786,0.1400258509263249
0.9461017798947104,0.595136625720732,0.5016294810729507
0.9384846211552889,0.6906726681670418,0.5003750937734434
0.9161871403552665,0.7107830873154866,0.5006254691018264
0.9303781617831205,0.6591535186576509,0.5011269722013524
