proj_acc,mcmc_acc,gaus_acc
0.6965174129353234,0.5621890547263682,0.5024875621890548
0.495,0.505,0.505
0.4975124378109453,0.5323383084577115,0.5024875621890548
0.4975124378109453,0.7512437810945274,0.5024875621890548
0.4975124378109453,0.5074626865671642,0.5024875621890548
0.4975124378109453,0.7512437810945274,0.5024875621890548
0.4975124378109453,0.7512437810945274,0.5024875621890548
0.8253968253968254,0.5158730158730159,0.5079365079365079
0.4975124378109453,0.5024875621890548,0.5024875621890548
0.5920398009950248,0.7711442786069652,0.5024875621890548
